word	count	suggestion	sugg_count	first_letter	sugg_letter
pahsah	1	vahsah	4	p	v
pahsah	1	bahsah	4	p	b
nuvin	1	yuvin	4	n	y
nuvin	1	huvin	4	n	h
elamin	1	alamin	4	e	a
holding	1	bolding	4	h	b
chopa	1	ahopa	4	c	a
nisat	1	eisat	4	n	e
nakeh	1	kakeh	4	n	k
keuvin	1	beuvin	4	k	b
pera	1	bera	4	p	b
beimoa	1	deimoa	4	b	d
kange	1	mange	4	k	m
ganu	1	banu	4	g	b
osanga	1	asanga	4	o	a
nong	1	aong	4	n	a
noudeh	1	joudeh	4	n	j
nathua	1	kathua	4	n	k
khenga	1	lhenga	4	k	l
hange	1	mange	4	h	m
gaphongin	1	kaphongin	4	g	k
jela	1	kela	4	j	k
tuiho	1	luiho	4	t	l
lhanguva	1	thanguva	4	l	t
gih-uvin	1	lih-uvin	4	g	l
sul	1	jul	4	s	j
ahomtauve	1	khomtauve	4	a	k
damuvin	1	jamuvin	4	d	j
tave	1	save	4	t	s
tave	1	nave	4	t	n
tongdoh	1	songdoh	4	t	s
lit	1	ait	4	l	a
toh-u	1	doh-u	4	t	d
toh-u	1	soh-u	4	t	s
kaba	1	naba	4	k	n
kolom	1	tolom	4	k	t
tading	1	gading	4	t	g
popa	1	gopa	4	p	g
lalpa	1	valpa	4	l	v
seisa	1	neisa	4	s	n
loula	1	goula	4	l	g
naval	1	kaval	4	n	k
natohman	1	katohman	4	n	k
sing	1	ying	4	s	y
teiya	1	heiya	4	t	h
teiya	1	peiya	4	t	p
jalen	1	kalen	4	j	k
lana	1	tana	4	l	t
ladingin	1	kadingin	4	l	k
sar	1	bar	4	s	b
vamuvin	1	jamuvin	4	v	j
kelin	1	selin	4	k	s
kelin	1	velin	4	k	v
nalengteu	1	kalengteu	4	n	k
nachapang	1	kachapang	4	n	k
pumuva	1	aumuva	4	p	a
rar	1	bar	4	r	b
machang	1	hachang	4	m	h
hemuvin	1	semuvin	4	h	s
kamaiyu	1	namaiyu	4	k	n
eitildoh	1	kitildoh	4	e	k
kakhosunga	1	nakhosunga	4	k	n
sonsa	1	honsa	4	s	h
kajen	1	najen	4	k	n
kathau	1	nathau	4	k	n
eipo	1	kipo	4	e	k
gongin	1	hongin	4	g	h
hoipa	1	koipa	4	h	k
vit	1	ait	4	v	a
nalainatpi	1	kalainatpi	4	n	k
nadeipoi	1	kadeipoi	4	n	k
mangah	1	sangah	4	m	s
sonsah	1	monsah	4	s	m
sujong	1	mujong	4	s	m
kakijot	1	nakijot	4	k	n
phouna	1	ahouna	4	p	a
tolin	1	jolin	4	t	j
tolin	1	dolin	4	t	d
nadimset	1	kadimset	4	n	k
khuh-u	1	lhuh-u	4	k	l
nakin	1	kakin	4	n	k
nigel	1	eigel	4	n	e
eijen	1	kijen	4	e	k
veiden	1	neiden	4	v	n
nahoppeh	1	kahoppeh	4	n	k
nona	1	bona	4	n	b
nona	1	tona	4	n	t
nona	1	vona	4	n	v
sacheh	1	nacheh	4	s	n
sakin	1	kakin	4	s	k
hungpeh	1	nungpeh	4	h	n
ri	1	oi	4	r	o
holdin	1	boldin	4	h	b
kabolgim	1	nabolgim	4	k	n
louvun	1	houvun	4	l	h
hahna	1	lahna	4	h	l
lamangin	1	kamangin	4	l	k
hagu	1	nagu	4	h	n
gaiho	1	laiho	4	g	l
holdauvin	1	boldauvin	4	h	b
jungun	1	sungun	4	j	s
changlaiya	1	khanglaiya	4	c	k
hinsang	1	ainsang	4	h	a
khisoh	1	thisoh	4	k	t
phonpeh	1	ahonpeh	4	p	a
geo	1	heo	4	g	h
mgiloupa	1	agiloupa	4	m	a
chehho	1	ahehho	4	c	a
kavoujang	1	navoujang	4	k	n
lijen	1	kijen	4	l	k
kahsah	1	vahsah	4	k	v
kahsah	1	bahsah	4	k	b
nakansah	1	kakansah	4	n	k
napuiya	1	kapuiya	4	n	k
nomang	1	pomang	4	n	p
niho	1	hiho	4	n	h
ihunna	1	phunna	4	i	p
sotpia	1	kotpia	4	s	k
khua	1	shua	4	k	s
gakoiyin	1	kakoiyin	4	g	k
dit	1	ait	4	d	a
gatongin	1	katongin	4	g	k
lanuvin	1	tanuvin	4	l	t
naina	1	laina	4	n	l
naina	1	haina	4	n	h
gasah	1	vasah	4	g	v
kol'a	1	bol'a	4	k	b
kol'a	1	tol'a	4	k	t
haiyun	1	maiyun	4	h	m
sut'a	1	lut'a	4	s	l
samun	1	namun	4	s	n
'ama	1	pama	4	'	p
'ama	1	dama	4	'	d
'ama	1	sama	4	'	s
kut'a	1	lut'a	4	k	l
ahutan	1	chutan	4	a	c
khouna	1	ahouna	4	k	a
nuiho	1	luiho	4	n	l
hangailut	1	kangailut	4	h	k
theipouvin	1	aheipouvin	4	t	a
peleu	1	heleu	4	p	h
aintol	1	hintol	4	a	h
bit	1	ait	4	b	a
tinge	1	minge	4	t	m
tinge	1	hinge	4	t	h
lhutan	1	chutan	4	l	c
kaneuvin	1	naneuvin	4	k	n
dinla	1	hinla	4	d	h
dopa	1	gopa	4	d	g
kaledoh	1	naledoh	4	k	n
gaphet	1	naphet	4	g	n
damdol	1	lamdol	4	d	l
kaminin	1	naminin	4	k	n
khui	1	chui	4	k	c
aanguva	1	vanguva	4	a	v
taiyun	1	maiyun	4	t	m
leisetna	1	seisetna	4	l	s
lunguvah	1	sunguvah	4	l	s
vuiho	1	luiho	4	v	l
touham	1	louham	4	t	l
sonu	1	honu	4	s	h
sonu	1	konu	4	s	k
habolin	1	jabolin	4	h	j
habolin	1	kabolin	4	h	k
nahungin	1	kahungin	4	n	k
atahsanu	1	itahsanu	4	a	i
lahle	1	tahle	4	l	t
vaipoi	1	saipoi	4	v	s
namuvin	1	jamuvin	4	n	j
kamuvin	1	jamuvin	4	k	j
-em	1	bem	4	-	b
nela	1	kela	4	n	k
keinan	1	seinan	4	k	s
danle	1	vanle	4	d	v
inam	1	onam	4	i	o
kisola	1	eisola	4	k	e
binna	1	dinna	4	b	d
bonsah	1	monsah	4	b	m
puvin	1	yuvin	4	p	y
puvin	1	huvin	4	p	h
mitilkhouna	1	kitilkhouna	4	m	k
jingma	1	dingma	4	j	d
bia	1	kia	4	b	k
jamun	1	namun	4	j	n
aonga	1	donga	4	a	d
aonga	1	jonga	4	a	j
janu	1	banu	4	j	b
jahna	1	lahna	4	j	l
baipoi	1	saipoi	4	b	s
kulin	1	tulin	4	k	t
tamjoh	1	lamjoh	4	t	l
tokhom	1	lokhom	4	t	l
sanu	1	banu	4	s	b
nelpeh	1	gelpeh	4	n	g
geiyah	1	meiyah	4	g	m
pitah	1	nitah	4	p	n
thangdoh	1	lhangdoh	4	t	l
joma	1	toma	4	j	t
eipuiyu	1	kipuiyu	4	e	k
kakinu	1	nakinu	4	k	n
eingaitoa	1	kingaitoa	4	e	k
hajen	1	najen	4	h	n
phatpa	1	thatpa	4	p	t
mason	1	kason	4	m	k
dingte	1	jingte	4	d	j
naiho	1	laiho	4	n	l
daiyun	1	maiyun	4	d	m
ahua	1	shua	4	a	s
thouna	1	ahouna	4	t	a
taina	1	laina	4	t	l
taina	1	haina	4	t	h
isopiho	1	asopiho	4	i	a
heho	1	neho	4	h	n
jomin	1	bomin	4	j	b
paiho	1	laiho	4	p	l
daiya	1	haiya	4	d	h
daiya	1	vaiya	4	d	v
hinu	1	ninu	4	h	n
hanu	1	banu	4	h	b
lutoh	1	sutoh	4	l	s
eze	1	aze	3	e	a
gua	1	hua	3	g	h
dailhah	1	pailhah	3	d	p
jab	1	dab	3	j	d
khutna	1	lhutna	3	k	l
pangtauve	1	mangtauve	3	p	m
hobah	1	nobah	3	h	n
tangah	1	kangah	3	t	k
nuiya	1	huiya	3	n	h
sollhon	1	mollhon	3	s	m
gatohdoh	1	natohdoh	3	g	n
kapenna	1	napenna	3	k	n
lhonsah	1	chonsah	3	l	c
pohsa	1	sohsa	3	p	s
pemna	1	lemna	3	p	l
ka-unu	1	na-unu	3	k	n
sandoh	1	kandoh	3	s	k
keiying	1	seiying	3	k	s
keiying	1	neiying	3	k	n
kanglai	1	banglai	3	k	b
chengle	1	thengle	3	c	t
lhoni	1	khoni	3	l	k
kaupa	1	naupa	3	k	n
sangjeng	1	mangjeng	3	s	m
khapai	1	lhapai	3	k	l
kainsung	1	nainsung	3	k	n
koile	1	hoile	3	k	h
somuvin	1	domuvin	3	s	d
ivou	1	avou	3	i	a
kameh	1	nameh	3	k	n
ihinni	1	lhinni	3	i	l
doudoh	1	koudoh	3	d	k
teiying	1	seiying	3	t	s
teiying	1	neiying	3	t	n
eidoh	1	kidoh	3	e	k
teiyu	1	geiyu	3	t	g
munu	1	tunu	3	m	t
nanaseiyin	1	kanaseiyin	3	n	k
muppim	1	huppim	3	m	h
sohin	1	tohin	3	s	t
punin	1	junin	3	p	j
toudoh	1	koudoh	3	t	k
kasekhen	1	nasekhen	3	k	n
sangtai	1	pangtai	3	s	p
janung	1	ganung	3	j	g
gakivui	1	nakivui	3	g	n
bingin	1	lingin	3	b	l
koupeh	1	toupeh	3	k	t
langtai	1	pangtai	3	l	p
gellhah	1	kellhah	3	g	k
kaboncha	1	naboncha	3	k	n
kapuiyuva	1	napuiyuva	3	k	n
mihen	1	eihen	3	m	e
palin	1	valin	3	p	v
palin	1	kalin	3	p	k
hattan	1	mattan	3	h	m
nuna	1	kuna	3	n	k
panpa	1	tanpa	3	p	t
phohdoh	1	ahohdoh	3	p	a
dongu	1	longu	3	d	l
ketna	1	letna	3	k	l
mula	1	vula	3	m	v
mula	1	gula	3	m	g
dahna	1	gahna	3	d	g
saova	1	haova	3	s	h
nabupeh	1	kabupeh	3	n	k
lutdohna	1	putdohna	3	l	p
nuding	1	muding	3	n	m
pahna	1	gahna	3	p	g
neichang	1	leichang	3	n	l
honho	1	ponho	3	h	p
pala	1	bala	3	p	b
ihutna	1	lhutna	3	i	l
vama	1	tama	3	v	t
gamanin	1	hamanin	3	g	h
vamtai	1	damtai	3	v	d
jejong	1	nejong	3	j	n
jejong	1	hejong	3	j	h
kedoh	1	jedoh	3	k	j
dehsa	1	kehsa	3	d	k
galhadoh	1	kalhadoh	3	g	k
galhadoh	1	nalhadoh	3	g	n
niko	1	kiko	3	n	k
sisah	1	eisah	3	s	e
lula	1	vula	3	l	v
lula	1	gula	3	l	g
jula	1	vula	3	j	v
jula	1	gula	3	j	g
lhomsah	1	khomsah	3	l	k
haiho	1	kaiho	3	h	k
simsoh	1	gimsoh	3	s	g
kolse	1	bolse	3	k	b
iaiya	1	saiya	3	i	s
hungpoh	1	nungpoh	3	h	n
lohsoh	1	tohsoh	3	l	t
pendoh	1	lendoh	3	p	l
khaiyuvin	1	chaiyuvin	3	k	c
raphu	1	naphu	3	r	n
katna	1	satna	3	k	s
katna	1	jatna	3	k	j
iaiyu	1	maiyu	3	i	m
iaiyu	1	naiyu	3	i	n
nachu	1	pachu	3	n	p
aal	1	ial	3	a	i
kapet	1	napet	3	k	n
mohar	1	zohar	3	m	z
topna	1	jopna	3	t	j
holah	1	tolah	3	h	t
deiyu	1	geiyu	3	d	g
tophel	1	gophel	3	t	g
misang	1	eisang	3	m	e
kakoisoh	1	nakoisoh	3	k	n
umlah	1	imlah	3	u	i
gunei	1	munei	3	g	m
vua	1	hua	3	v	h
suiyin	1	tuiyin	3	s	t
bejong	1	nejong	3	b	n
bejong	1	hejong	3	b	h
beise	1	neise	3	b	n
aikhat	1	hikhat	3	a	h
phola	1	khola	3	p	k
kithemmo	1	eithemmo	3	k	e
udoh	1	idoh	3	u	i
nakitepnasa	1	kakitepnasa	3	n	k
doina	1	loina	3	d	l
doina	1	goina	3	d	g
doina	1	hoina	3	d	h
vala	1	bala	3	v	b
paiyu	1	maiyu	3	p	m
paiyu	1	naiyu	3	p	n
khantin	1	lhantin	3	k	l
hinjong	1	ninjong	3	h	n
hinjong	1	minjong	3	h	m
gakaldoh	1	nakaldoh	3	g	n
hangjing	1	pangjing	3	h	p
sinaiya	1	kinaiya	3	s	k
sahpen	1	tahpen	3	s	t
kachoisang	1	nachoisang	3	k	n
sanpi	1	vanpi	3	s	v
ger	1	per	3	g	p
ger	1	ber	3	g	b
ger	1	ker	3	g	k
kigouvin	1	eigouvin	3	k	e
ilha	1	elha	3	i	e
tamleh	1	lamleh	3	t	l
vasom	1	kasom	3	v	k
rat	1	vat	3	r	v
leb	1	geb	3	l	g
qi	1	si	3	q	s
humtah	1	aumtah	3	h	a
humtah	1	tumtah	3	h	t
arath	1	erath	3	a	e
gatu	1	katu	3	g	k
lhangkhat	1	changkhat	3	l	c
gibe	1	kibe	3	g	k
balah	1	galah	3	b	g
eal	1	ial	3	e	i
deb	1	geb	3	d	g
ziddim	1	siddim	3	z	s
bene	1	mene	3	b	m
neam	1	beam	3	n	b
langsa	1	kangsa	3	l	k
gona	1	pona	3	g	p
demun	1	semun	3	d	s
sakha	1	jakha	3	s	j
koudin	1	houdin	3	k	h
luiyin	1	tuiyin	3	l	t
kahinpuidoh	1	nahinpuidoh	3	k	n
shit	1	chit	3	s	c
pengu	1	lengu	3	p	l
gelouva	1	nelouva	3	g	n
zir	1	tir	3	z	t
nule	1	tule	3	n	t
hangeh	1	kangeh	3	h	k
gesah	1	lesah	3	g	l
kathauva	1	nathauva	3	k	n
asopipau	1	isopipau	3	a	i
goiho	1	koiho	3	g	k
nahodoh	1	kahodoh	3	n	k
touving	1	pouving	3	t	p
khea	1	thea	3	k	t
khubang	1	chubang	3	k	c
mala	1	bala	3	m	b
nanusa	1	kanusa	3	n	k
gachepai	1	kachepai	3	g	k
solsoh	1	jolsoh	3	s	j
solsoh	1	molsoh	3	s	m
hujo	1	lujo	3	h	l
nasolin	1	kasolin	3	n	k
aute	1	tute	3	a	t
hejengin	1	vejengin	3	h	v
nahahsel	1	kahahsel	3	n	k
sola	1	kola	3	s	k
loudol	1	houdol	3	l	h
nachepai	1	kachepai	3	n	k
langna	1	hangna	3	l	h
eidouvin	1	kidouvin	3	e	k
khouve	1	ahouve	3	k	a
kasoa	1	nasoa	3	k	n
kajamlut	1	najamlut	3	k	n
koupai	1	toupai	3	k	t
damsoh	1	jamsoh	3	d	j
kamanin	1	hamanin	3	k	h
laltouva	1	kaltouva	3	l	k
chaipeh	1	lhaipeh	3	c	l
chaipeh	1	khaipeh	3	c	k
kalel	1	nalel	3	k	n
ahilsoh	1	chilsoh	3	a	c
nadengin	1	kadengin	3	n	k
langjing	1	pangjing	3	l	p
chinda	1	ahinda	3	c	a
eisuhmang	1	kisuhmang	3	e	k
gabolin	1	nabolin	3	g	n
hangsa	1	kangsa	3	h	k
vahom	1	kahom	3	v	k
kijo	1	eijo	3	k	e
nunin	1	junin	3	n	j
cama	1	tama	3	c	t
kadat	1	nadat	3	k	n
shar	1	ahar	3	s	a
base	1	nase	3	b	n
pangjeng	1	mangjeng	3	p	m
saithei	1	haithei	3	s	h
genu	1	denu	3	g	d
pauva	1	vauva	3	p	v
pauva	1	sauva	3	p	s
banpi	1	vanpi	3	b	v
gadom	1	kadom	3	g	k
ahingnai	1	thingnai	3	a	t
gakimupi	1	kakimupi	3	g	k
kasakolte	1	nasakolte	3	k	n
nano	1	zano	3	n	z
nano	1	jano	3	n	j
koiyuvin	1	hoiyuvin	3	k	h
kab	1	dab	3	k	d
nep	1	dep	3	n	d
gasanin	1	masanin	3	g	m
gasep	1	nasep	3	g	n
mi-ngah	1	ki-ngah	3	m	k
namah	1	pamah	3	n	p
thaa	1	lhaa	3	t	l
kengpan	1	dengpan	3	k	d
juvin	1	muvin	3	j	m
neipoh	1	seipoh	3	n	s
beb	1	geb	3	b	g
kajop	1	najop	3	k	n
hiuvem	1	jiuvem	3	h	j
zibah	1	kibah	3	z	k
khanse	1	chanse	3	k	c
peo	1	leo	3	p	l
amathu	1	imathu	3	a	i
sab	1	dab	3	s	d
amim	1	emim	3	a	e
ahath	1	shath	3	a	s
habah	1	vabah	3	h	v
menu	1	denu	3	m	d
hoth	1	roth	3	h	r
hoth	1	loth	3	h	l
ohel	1	phel	3	o	p
sed	1	ked	3	s	k
i-ah	1	a-ah	3	i	a
jered	1	bered	3	j	b
jered	1	sered	3	j	s
ladah	1	nadah	3	l	n
bab	1	dab	3	b	d
ari	1	eri	3	a	e
ari	1	iri	3	a	i
-moth	1	amoth	3	-	a
nichu	1	eichu	3	n	e
-e-a	1	re-a	3	-	r
pangchu	1	vangchu	3	p	v
tohdoh-in	1	sohdoh-in	3	t	s
ron	1	ion	3	r	i
zemi	1	semi	3	z	s
aher	1	cher	3	a	c
bir	1	tir	3	b	t
niel	1	riel	3	n	r
niel	1	miel	3	n	m
chetsa	1	ahetsa	3	c	a
sachi	1	hachi	3	s	h
ithai	1	athai	3	i	a
gapu	1	mapu	3	g	m
gaput	1	naput	3	g	n
laova	1	haova	3	l	h
lamjon	1	tamjon	3	l	t
thapoi	1	lhapoi	3	t	l
kachamtah	1	nachamtah	3	k	n
kohin	1	tohin	3	k	t
nasolna	1	kasolna	3	n	k
kakha	1	jakha	3	k	j
gathiden	1	kathiden	3	g	k
aotdoh	1	dotdoh	3	a	d
saiyuvin	1	kaiyuvin	3	s	k
neiyuve	1	seiyuve	3	n	s
cai	1	rai	3	c	r
hasu	1	gasu	3	h	g
hati	1	gati	3	h	g
peru	1	jeru	3	p	j
hijal	1	kijal	3	h	k
jeb	1	geb	3	j	g
milah	1	hilah	3	m	h
kalujanga	1	nalujanga	3	k	n
kasukeh	1	nasukeh	3	k	n
kelai	1	delai	3	k	d
'uvin	1	muvin	3	'	m
phatauve	1	lhatauve	3	p	l
iget	1	aget	3	i	a
ei-ngah	1	ki-ngah	3	e	k
set'in	1	pet'in	3	s	p
kaboljeh	1	naboljeh	3	k	n
joutan	1	poutan	3	j	p
chulam	1	khulam	3	c	k
lenghem	1	tenghem	3	l	t
nah-e	1	lah-e	3	n	l
banguleh	1	vanguleh	3	b	v
khauva	1	lhauva	3	k	l
navahdoh	1	kavahdoh	3	n	k
janla	1	hanla	3	j	h
einoi	1	kinoi	3	e	k
koutan	1	poutan	3	k	p
kaneiyam	1	naneiyam	3	k	n
kakiheina	1	nakiheina	3	k	n
eibottel	1	kibottel	3	e	k
velouva	1	nelouva	3	v	n
vanghel	1	kanghel	3	v	k
kavalut	1	navalut	3	k	n
mompan	1	tompan	3	m	t
gemun	1	semun	3	g	s
beuve	1	peuve	3	b	p
eichilgoi	1	kichilgoi	3	e	k
vamsoh	1	jamsoh	3	v	j
salouva	1	talouva	3	s	t
hanpi	1	vanpi	3	h	v
kahepon	1	nahepon	3	k	n
keuve	1	peuve	3	k	p
sangkhat	1	langkhat	3	s	l
lalhang	1	nalhang	3	l	n
lalhang	1	kalhang	3	l	k
peiyuva	1	teiyuva	3	p	t
kolsa	1	bolsa	3	k	b
nangna	1	hangna	3	n	h
jemi	1	semi	3	j	s
michu	1	eichu	3	m	e
kalosah	1	nalosah	3	k	n
souva	1	nouva	3	s	n
souva	1	vouva	3	s	v
oget	1	aget	3	o	a
phapoi	1	lhapoi	3	p	l
thah-uva	1	lhah-uva	3	t	l
eive	1	kive	3	e	k
jouvam	1	gouvam	3	j	g
ka-op	1	na-op	3	k	n
eimit	1	kimit	3	e	k
kabolsa	1	nabolsa	3	k	n
sir	1	tir	3	s	t
misempa	1	kisempa	3	m	k
misempa	1	eisempa	3	m	e
kitai	1	hitai	3	k	h
detlou	1	hetlou	3	d	h
kihuh	1	eihuh	3	k	e
natipoi	1	katipoi	3	n	k
tomin	1	homin	3	t	h
kakomu	1	nakomu	3	k	n
misucham	1	kisucham	3	m	k
hidin	1	kidin	3	h	k
hoidan	1	koidan	3	h	k
khah-uva	1	lhah-uva	3	k	l
dodohsa	1	todohsa	3	d	t
kolseh	1	golseh	3	k	g
neb	1	geb	3	n	g
nangjeng	1	mangjeng	3	n	m
mikoma	1	kikoma	3	m	k
nangsa	1	kangsa	3	n	k
pecheh	1	hecheh	3	p	h
nanehsah	1	kanehsah	3	n	k
kantih	1	mantih	3	k	m
kibolte	1	eibolte	3	k	e
mangjing	1	pangjing	3	m	p
aitpeh	1	nitpeh	3	a	n
neilai	1	leilai	3	n	l
milna	1	silna	3	m	s
milna	1	kilna	3	m	k
milna	1	hilna	3	m	h
katokhah	1	natokhah	3	k	n
tungdoh-in	1	hungdoh-in	3	t	h
nabole	1	kabole	3	n	k
neila	1	meila	3	n	m
phaa	1	lhaa	3	p	l
hatsahna	1	matsahna	3	h	m
keh-in	1	deh-in	3	k	d
neove	1	keove	3	n	k
hangun	1	jangun	3	h	j
ahomtai	1	khomtai	3	a	k
sempi	1	hempi	3	s	h
eileuvin	1	kileuvin	3	e	k
jalhai	1	nalhai	3	j	n
jalhai	1	kalhai	3	j	k
eicham	1	kicham	3	e	k
kamah	1	pamah	3	k	p
dah-e	1	lah-e	3	d	l
seuve	1	peuve	3	s	p
geiho	1	deiho	3	g	d
kolmanga	1	tolmanga	3	k	t
hemna	1	lemna	3	h	l
nadipset	1	kadipset	3	n	k
minbou	1	kinbou	3	m	k
khaiyun	1	lhaiyun	3	k	l
mangjon	1	sangjon	3	m	s
nakalsotna	1	kakalsotna	3	n	k
nalungsetna	1	kalungsetna	3	n	k
khoiyin	1	ahoiyin	3	k	a
kalouva	1	talouva	3	k	t
jaten	1	paten	3	j	p
sanglai	1	banglai	3	s	b
kathet	1	nathet	3	k	n
hatu	1	katu	3	h	k
gepna	1	tepna	3	g	t
aheitoh	1	theitoh	3	a	t
noiyin	1	doiyin	3	n	d
jatoh	1	tatoh	3	j	t
mitpeh	1	nitpeh	3	m	n
kuiya	1	huiya	3	k	h
mijah	1	kijah	3	m	k
hasana	1	kasana	3	h	k
julou	1	tulou	3	j	t
meise	1	neise	3	m	n
leileh	1	neileh	3	l	n
jengpan	1	dengpan	3	j	d
kajakha	1	najakha	3	k	n
imeh	1	ameh	3	i	a
teh-in	1	deh-in	3	t	d
kakisemin	1	nakisemin	3	k	n
kavul	1	navul	3	k	n
beh-a	1	seh-a	3	b	s
phahsa	1	chahsa	3	p	c
kamsoh	1	jamsoh	3	k	j
kahna	1	gahna	3	k	g
hasim	1	gasim	3	h	g
kalhakang	1	nalhakang	3	k	n
namsoh	1	jamsoh	3	n	j
ilama	1	alama	3	i	a
khahsa	1	chahsa	3	k	c
auile	1	puile	3	a	p
ka-an	1	na-an	3	k	n
kehbe	1	pehbe	3	k	p
masom	1	kasom	3	m	k
kamtheng	1	damtheng	3	k	d
thulah	1	chulah	3	t	c
henu	1	denu	3	h	d
tula	1	vula	3	t	v
tula	1	gula	3	t	g
uim	1	zim	3	u	z
pela	1	tela	3	p	t
muiya	1	huiya	3	m	h
holsoh	1	jolsoh	3	h	j
holsoh	1	molsoh	3	h	m
dele	1	vele	3	d	v
saphu	1	naphu	3	s	n
nahuhhinga	1	kahuhhinga	3	n	k
eibah	1	kibah	3	e	k
hunei	1	munei	3	h	m
nuvin	1	muvin	3	n	m
penguvin	1	benguvin	3	p	b
nes	1	res	3	n	r
chipsa	1	thipsa	3	c	t
taovuvin	1	maovuvin	3	t	m
kakaldoh-in	1	nakaldoh-in	3	k	n
kabu	1	labu	3	k	l
vanjouse	1	danjouse	3	v	d
tanje	1	danje	3	t	d
naiyuvin	1	kaiyuvin	3	n	k
thoiya	1	ahoiya	3	t	a
havah	1	gavah	3	h	g
michomgam	1	kichomgam	3	m	k
chamsoh	1	lhamsoh	3	c	l
mopsa	1	gopsa	3	m	g
jajong	1	tajong	3	j	t
einol	1	kinol	3	e	k
kakinahpi	1	nakinahpi	3	k	n
agina	1	ogina	3	a	o
ivetnom	1	avetnom	3	i	a
gomuvin	1	domuvin	3	g	d
dotsah	1	gotsah	3	d	g
jela	1	tela	3	j	t
lhouvuva	1	ahouvuva	3	l	a
dih-a	1	hih-a	3	d	h
kongji	1	jongji	3	k	j
toluva	1	boluva	3	t	b
juding	1	muding	3	j	m
linguve	1	dinguve	3	l	d
gamal	1	samal	3	g	s
phatan	1	chatan	3	p	c
dalhang	1	nalhang	3	d	n
dalhang	1	kalhang	3	d	k
ginjong	1	ninjong	3	g	n
ginjong	1	minjong	3	g	m
panglou	1	tanglou	3	p	t
nundoh	1	sundoh	3	n	s
kouvu	1	pouvu	3	k	p
kouvu	1	touvu	3	k	t
seijing	1	neijing	3	s	n
lit	1	sit	3	l	s
galadoh	1	kaladoh	3	g	k
gehpa	1	pehpa	3	g	p
nute	1	tute	3	n	t
tanghel	1	kanghel	3	t	k
longkang	1	songkang	3	l	s
gongu	1	longu	3	g	l
thonsah	1	chonsah	3	t	c
tijo	1	eijo	3	t	e
kungle	1	sungle	3	k	s
kihouset	1	eihouset	3	k	e
khamsoh	1	lhamsoh	3	k	l
heisat	1	neisat	3	h	n
kaboldam	1	naboldam	3	k	n
lejong	1	nejong	3	l	n
lejong	1	hejong	3	l	h
sing	1	ping	3	s	p
idihnau	1	adihnau	3	i	a
gakihou	1	kakihou	3	g	k
ladingin	1	nadingin	3	l	n
mandoh	1	kandoh	3	m	k
cal	1	ial	3	c	i
-an	1	aan	3	-	a
kelin	1	pelin	3	k	p
lhungah	1	phungah	3	l	p
nathih	1	kathih	3	n	k
thengnu	1	chengnu	3	t	c
delcha	1	belcha	3	d	b
heuve	1	peuve	3	h	p
nabu	1	labu	3	n	l
bolsoh	1	jolsoh	3	b	j
bolsoh	1	molsoh	3	b	m
machanga	1	kachanga	3	m	k
khatauve	1	lhatauve	3	k	l
iunga	1	bunga	3	i	b
bakai	1	gakai	3	b	g
najasoh	1	kajasoh	3	n	k
henglut	1	lenglut	3	h	l
mithemmo	1	eithemmo	3	m	e
hoitan	1	loitan	3	h	l
vit	1	sit	3	v	s
kano	1	zano	3	k	z
kano	1	jano	3	k	j
bilha	1	eilha	3	b	e
kalamin	1	salamin	3	k	s
lomuvin	1	domuvin	3	l	d
mangah	1	kangah	3	m	k
gajong	1	tajong	3	g	t
bamah	1	pamah	3	b	p
gilouvu	1	hilouvu	3	g	h
nele	1	vele	3	n	v
behsa	1	kehsa	3	b	k
nakihol	1	gakihol	3	n	g
nakihol	1	kakihol	3	n	k
tolin	1	golin	3	t	g
tolin	1	holin	3	t	h
tolin	1	molin	3	t	m
dula	1	vula	3	d	v
dula	1	gula	3	d	g
nalhalut	1	kalhalut	3	n	k
gampi	1	nampi	3	g	n
pibe	1	kibe	3	p	k
dungin	1	pungin	3	d	p
hoiyah	1	noiyah	3	h	n
nakhodah	1	kakhodah	3	n	k
naneiyuve	1	kaneiyuve	3	n	k
naseibe	1	kaseibe	3	n	k
gapat	1	kapat	3	g	k
tungu	1	pungu	3	t	p
tungu	1	lungu	3	t	l
soni	1	coni	3	s	c
haiyuvin	1	kaiyuvin	3	h	k
nona	1	pona	3	n	p
zeh	1	meh	3	z	m
zeh	1	aeh	3	z	a
khauve	1	lhauve	3	k	l
gollha	1	jollha	3	g	j
yah	1	cah	3	y	c
haijong	1	laijong	3	h	l
ri	1	si	3	r	s
kakideipi	1	nakideipi	3	k	n
becheh	1	hecheh	3	b	h
napangin	1	kapangin	3	n	k
gobah	1	nobah	3	g	n
heh-in	1	deh-in	3	h	d
louvun	1	pouvun	3	l	p
neuve	1	peuve	3	n	p
tejia	1	pejia	3	t	p
hahna	1	gahna	3	h	g
tuiyu	1	guiyu	3	t	g
katheichang	1	natheichang	3	k	n
gatilkhou	1	katilkhou	3	g	k
naova	1	haova	3	n	h
gaiho	1	kaiho	3	g	k
thumji	1	khumji	3	t	k
kanglou	1	tanglou	3	k	t
mongji	1	jongji	3	m	j
aheitai	1	theitai	3	a	t
nachengin	1	kachengin	3	n	k
eikha	1	kikha	3	e	k
hatao	1	gatao	3	h	g
selouva	1	nelouva	3	s	n
zel	1	ael	3	z	a
aolah	1	tolah	3	a	t
longkhom	1	dongkhom	3	l	d
